Player,SG Putting,SG Around Green,SG Approach,SG Off The Tee,SG Tee To Green,SG Total,Rounds,Scrambling
taylor moore,-1.42,0.51,-0.6,0.67,0.58,-0.84,2,0
taylor moore,1.79,-2.79,-0.73,1.42,-2.1,-0.31,3,0
taylor moore,1.25,2.43,-0.51,-0.76,1.16,2.41,4,0
blades brown,0.84,0.04,1.13,0.94,2.11,2.95,1,0
blades brown,-0.63,-0.36,0.77,0.39,0.79,0.16,2,0
blades brown,0.54,0.26,2.16,0.73,3.15,3.69,3,0
blades brown,0.58,-0.8,1.47,0.16,0.83,1.41,4,0
ben silverman,0.34,-0.22,0.46,0.37,0.61,0.95,1,0
ben silverman,2.46,-0.98,1.66,-0.99,-0.31,2.16,2,0
ben silverman,1.31,-0.41,1.44,-0.65,0.38,1.69,3,0
ben silverman,2.27,-1.52,1.67,-0.01,0.14,2.41,4,0
s.y. noh,2.06,0.28,0.59,-0.98,-0.11,1.95,1,0
s.y. noh,-0.91,0.99,1.91,0.17,3.07,2.16,2,0
s.y. noh,0.68,0.41,0.49,0.1,1,1.69,3,0
s.y. noh,-1.15,1.03,0.09,0.44,1.56,0.41,4,0
peter malnati,0.43,0.72,1.14,-2.34,-0.48,-0.05,1,0
peter malnati,3.1,-0.43,1.23,-0.75,0.06,3.16,2,0
peter malnati,0.65,0.45,0.96,-0.36,1.04,1.69,3,0
peter malnati,0.7,1.64,-1.29,-0.63,-0.29,0.41,4,0
jordan spieth,-0.46,-0.18,1.2,0.39,1.41,0.95,1,0
jordan spieth,3.64,1.63,1.01,-0.13,2.52,6.16,2,0
jordan spieth,-2.08,-1.24,-0.49,-0.49,-2.23,-4.31,3,0
jordan spieth,1.58,-0.08,-0.3,1.22,0.83,2.41,4,0
erik van rooyen,-0.68,1.74,1.18,0.71,3.63,2.95,1,0
erik van rooyen,1.35,-0.19,-0.1,0.1,-0.2,1.16,2,0
erik van rooyen,-0.89,2.21,1.72,-0.35,3.58,2.69,3,0
erik van rooyen,1.76,1.17,-2.83,-1.7,-3.35,-1.59,4,0
seamus power,3.1,-0.07,0.4,-0.48,-0.14,2.95,1,0
seamus power,2.52,0.24,0.26,0.14,0.63,3.16,2,0
seamus power,1.46,-0.94,-2.3,-0.53,-3.77,-2.31,3,0
seamus power,2.32,0.89,-1.91,0.11,-0.91,1.41,4,0
garrick higgo,-0.91,0.82,-0.66,0.71,0.86,-0.05,1,0
garrick higgo,1.13,-0.85,0.47,0.41,0.03,1.16,2,0
garrick higgo,1.01,0.13,-2.32,-0.13,-2.33,-1.31,3,0
garrick higgo,1.19,0.73,2.48,1,4.22,5.41,4,0
ryo hisatsune,-2.03,1.53,1.42,1.04,3.99,1.95,1,0
ryo hisatsune,0.58,-1.71,0.77,0.52,-0.42,0.16,2,0
ryo hisatsune,2.42,-1.46,1.58,1.16,1.27,3.69,3,0
ryo hisatsune,-1.64,0.28,-0.56,1.34,1.06,-0.59,4,0
steven fisk,-0.12,0.15,0.1,-0.18,0.07,-0.05,1,0
steven fisk,2.56,0.4,-0.54,1.73,1.59,4.16,2,0
steven fisk,1.98,0.6,0.65,-1.53,-0.29,1.69,3,0
steven fisk,-0.97,-0.83,-1.04,2.26,0.39,-0.59,4,0
rico hoey,0.93,0.99,-1.17,1.2,1.02,1.95,1,0
rico hoey,2.2,0.21,-1.63,1.38,-0.04,2.16,2,0
rico hoey,-0.93,1.69,-0.52,0.45,1.62,0.69,3,0
rico hoey,1.99,-0.1,-2.04,0.57,-1.57,0.41,4,0
a.j. ewart,1.84,0.71,-0.33,0.73,1.11,2.95,1,0
a.j. ewart,0.23,-0.03,0.81,0.14,0.92,1.16,2,0
a.j. ewart,0.1,0.91,-2.3,-0.02,-1.41,-1.31,3,0
a.j. ewart,2.02,0.71,1.02,-1.34,0.39,2.41,4,0
kensei hirata,0.43,2.34,0.77,1.41,4.52,4.95,1,0
kensei hirata,-0.66,0.97,1.96,0.9,3.82,3.16,2,0
kensei hirata,-0.51,-0.19,-0.41,-0.2,-0.8,-1.31,3,0
kensei hirata,-3.17,1.3,1.04,-0.76,1.58,-1.59,4,0
pierceson coody,1.8,-0.54,-3.13,2.82,-0.84,0.95,1,0
pierceson coody,2.39,-0.5,0.7,0.56,0.77,3.16,2,0
pierceson coody,1.84,-2.28,-1.31,1.44,-2.15,-0.31,3,0
pierceson coody,2.62,-1.19,0.46,-0.48,-1.21,1.41,4,0
rasmus neergaard-petersen,1.31,0.1,0.41,1.14,1.64,2.95,1,0
rasmus neergaard-petersen,3.12,-0.43,-0.57,0.04,-0.96,2.16,2,0
rasmus neergaard-petersen,-1.39,-0.61,2.51,0.17,2.07,0.69,3,0
rasmus neergaard-petersen,-0.62,0.03,-0.83,0.84,0.04,-0.59,4,0
chris kirk,0.59,-0.04,2.11,-0.71,1.37,1.95,1,0
chris kirk,-0.97,1.19,1.02,0.92,3.13,2.16,2,0
chris kirk,-0.27,0.91,-0.21,0.26,0.95,0.69,3,0
chris kirk,-2.02,2.26,-1.43,0.6,1.44,-0.59,4,0
sam ryder,-0.5,-0.51,1.7,0.26,1.45,0.95,1,0
sam ryder,0.87,0.12,1.54,0.62,2.29,3.16,2,0
sam ryder,1.29,-0.58,0.3,-0.33,-0.6,0.69,3,0
sam ryder,-1.4,1.28,-0.12,-0.35,0.81,-0.59,4,0
doug ghim,0.77,0.4,2.16,0.63,3.19,3.95,1,0
doug ghim,-1.88,1.12,0.17,-0.25,1.04,-0.84,2,0
doug ghim,-0.09,-1.57,0.71,0.64,-0.22,-0.31,3,0
doug ghim,-2.17,2.2,-0.25,1.65,3.59,1.41,4,0
mark hubbard,0.39,-0.13,3.22,-0.53,2.56,2.95,1,0
mark hubbard,-1.19,0.12,2.29,-0.06,2.35,1.16,2,0
mark hubbard,-2.73,0.59,1.21,0.61,2.41,-0.31,3,0
mark hubbard,-0.61,-1.43,3.13,-0.66,1.03,0.41,4,0
eric cole,-0.02,1.23,-0.17,-0.1,0.97,0.95,1,0
eric cole,-0.47,-1.08,2.33,0.37,1.63,1.16,2,0
eric cole,0.65,0.24,0.21,-2.41,-1.97,-1.31,3,0
eric cole,2.2,0.22,1.85,-0.85,1.21,3.41,4,0
mac meissner,-0.8,1.88,-0.07,-0.05,1.75,0.95,1,0
mac meissner,0.12,1.53,2.91,-0.4,4.04,4.16,2,0
mac meissner,-1.04,0.24,-0.83,-0.68,-1.27,-2.31,3,0
mac meissner,3.26,-1.08,0.08,-0.85,-1.85,1.41,4,0
luke clanton,1.01,0.32,2.17,-0.54,1.94,2.95,1,0
luke clanton,-0.48,-0.12,2.37,0.39,2.63,2.16,2,0
luke clanton,-0.54,0.48,-2.38,0.13,-1.77,-2.31,3,0
luke clanton,0.78,-1.25,1.23,0.66,0.64,1.41,4,0
emiliano grillo,1.86,-0.58,3.22,0.45,3.09,4.95,1,0
emiliano grillo,-0.83,-0.71,0.57,0.13,-0.01,-0.84,2,0
emiliano grillo,-1.8,0.73,0.2,-0.43,0.49,-1.31,3,0
emiliano grillo,1.11,0.16,-0.96,0.1,-0.7,0.41,4,0
chan kim,1.99,0.89,0.49,-0.41,0.96,2.95,1,0
chan kim,0.56,1.1,0.41,1.08,2.59,3.16,2,0
chan kim,0.11,0.23,-1.8,-0.85,-2.42,-2.31,3,0
chan kim,-0.23,0.62,-0.66,-0.31,-0.35,-0.59,4,0
camilo villegas,-1.2,3.17,0.28,-0.3,3.15,1.95,1,0
camilo villegas,3.18,-0.12,-0.49,0.58,-0.03,3.16,2,0
camilo villegas,1.23,-0.35,-0.27,-0.92,-1.54,-0.31,3,0
camilo villegas,0.4,-0.18,-0.98,-1.82,-2.99,-2.59,4,0
tyler duncan,1.17,0.83,2.85,0.1,3.78,4.95,1,0
tyler duncan,0.24,1.86,-0.38,0.43,1.91,2.16,2,0
tyler duncan,-1.41,-0.23,-1.64,-0.03,-1.9,-3.31,3,0
tyler duncan,-1.57,-1.32,1.11,0.19,-0.02,-1.59,4,0
luke list,0.36,2.58,-1.19,1.2,2.59,2.95,1,0
luke list,1.15,2.03,-2.38,1.35,1,2.16,2,0
luke list,-0.16,-1.93,0.03,0.75,-1.16,-1.31,3,0
luke list,-0.77,-1.83,-0.69,1.7,-0.82,-1.59,4,0
austin eckroat,1.16,-0.04,2.92,-0.09,2.8,3.95,1,0
austin eckroat,1.13,-0.16,-3.24,-0.58,-3.98,-2.84,2,0
austin eckroat,0.19,2.4,1.12,-0.02,3.5,3.69,3,0
austin eckroat,0.71,-2.07,-1.46,0.24,-3.29,-2.59,4,0
matthieu pavon,-0.49,-0.4,3.7,-0.85,2.45,1.95,1,0
matthieu pavon,-1.84,0.29,0.98,-0.28,0.99,-0.84,2,0
matthieu pavon,-0.16,0.58,1.34,-0.07,1.84,1.69,3,0
